movieId,title,genres,clean_title,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
311,Relative Fear (1994),Horror|Thriller,Relative Fear,Relative Fear,1994,R,03 Oct 1995,94 min,"Drama, Horror, Thriller",George Mihalka,Kurt Wimmer,"Darlanne Fluegel, Martin Neufeld, James Brolin",Just why are people surrounding Adam Pratman dropping down dead? Is this five year old really a murderous sociopath?,English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BYTAyMDBkYTgtNzNhOC00ZWFmLWFlYjEtMzA0MGY4MDEwZjM2XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,381,tt0110965,movie,N/A,N/A,N/A,N/A,True,
312,Stuart Saves His Family (1995),Comedy,Stuart Saves His Family,Stuart Saves His Family,1995,PG-13,12 Apr 1995,95 min,"Comedy, Drama",Harold Ramis,Al Franken,"Al Franken, Laura San Giacomo, Vincent D'Onofrio",A self-help advocate struggles to put his dysfunctional family in its place.,English,"Germany, United States",2 nominations,https://m.media-amazon.com/images/M/MV5BMzY0MDRkYTgtYjgyOC00MDk0LTgyMjAtNDA0NGFiYTgyYjE4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,5.3,"3,004",tt0114571,movie,N/A,"$912,082",N/A,N/A,True,
313,"Swan Princess, The (1994)",Animation|Children,"Swan Princess, The",The Swan Princess: The Mystery of the Enchanted Treasure,1998,G,04 Aug 1998,71 min,"Animation, Family, Fantasy, Mystery",Richard Rich,"Brian Nissen, Richard Rich","Michelle Nicastro, Brian Nissen, Katja Zoch, Joseph Medrano",Evil sorceress Zelda kidnaps the Swan Princess in order to wreak havoc on the peaceful land of Swan Lake.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMzdiMzU5MDctM2U0OC00YzlmLWI2ZTItMTAxMmMzNWFhNzBiXkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,"2,208",tt0149215,movie,N/A,N/A,N/A,N/A,True,
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,"Secret of Roan Inish, The",,,,,,,,,,,,,,,,,,,,,,,,,,
315,"Specialist, The (1994)",Action|Drama|Thriller,"Specialist, The",,,,,,,,,,,,,,,,,,,,,,,,,,
316,Stargate (1994),Action|Adventure|Sci-Fi,Stargate,Stargate,1994,PG-13,28 Oct 1994,121 min,"Action, Adventure, Sci-Fi",Roland Emmerich,"Dean Devlin, Roland Emmerich","Kurt Russell, James Spader, Jaye Davidson","An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.","English, Egyptian (Ancient), Arabic, Norwegian, Swedish","France, United States",6 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BNGRmZmNhMTctZTBiMy00ZmJhLWE3MmMtMDNmZWRkZjczMGVkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,7.0,"217,810",tt0111282,movie,N/A,"$71,567,262",N/A,N/A,True,
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,"Santa Clause, The",,,,,,,,,,,,,,,,,,,,,,,,,,
318,"Shawshank Redemption, The (1994)",Crime|Drama,"Shawshank Redemption, The",,,,,,,,,,,,,,,,,,,,,,,,,,
319,Shallow Grave (1994),Comedy|Drama|Thriller,Shallow Grave,Shallow Grave,1994,R,10 Feb 1995,89 min,"Crime, Drama, Thriller",Danny Boyle,John Hodge,"Kerry Fox, Christopher Eccleston, Ewan McGregor",Three friends discover their new flatmate dead but loaded with cash.,English,United Kingdom,Won 1 BAFTA Award14 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BZjgyZDcwOGYtZDVmMi00NWY0LWI0NDUtMGFiMzA1YjRlMjZlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.2,"70,330",tt0111149,movie,N/A,"$2,079,569",N/A,N/A,True,
320,Suture (1993),Film-Noir|Thriller,Suture,Suture,1993,Not Rated,24 Aug 1994,96 min,"Drama, Thriller","Scott McGehee, David Siegel","Scott McGehee, David Siegel","Dennis Haysbert, Mel Harris, Sab Shimono","After his brother tries to kill him, a man survives only to find himself in another man's body.",English,United States,2 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BOTc0ODlkMzEtNjE5My00ODA2LTg5ZjMtYWFjOTE1ZmNmMzk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}]",N/A,6.5,"2,147",tt0108260,movie,N/A,"$102,780",N/A,N/A,True,
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,Strawberry and Chocolate (Fresa y chocolate),,,,,,,,,,,,,,,,,,,,,,,,,,
322,Swimming with Sharks (1995),Comedy|Drama,Swimming with Sharks,Swimming with Sharks,1994,R,21 Apr 1995,93 min,"Comedy, Crime",George Huang,George Huang,"Kevin Spacey, Frank Whaley, Michelle Forbes","A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss.",English,United States,4 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BOTVjYWM1MWItMzhhMi00OWVhLTlhNTUtZWNiMzcxMzQyOGY2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.0,"25,458",tt0114594,movie,N/A,"$382,928",N/A,N/A,True,
324,"Sum of Us, The (1994)",Comedy|Drama,"Sum of Us, The",,,,,,,,,,,,,,,,,,,,,,,,,,
325,National Lampoon's Senior Trip (1995),Comedy,National Lampoon's Senior Trip,National Lampoon's Senior Trip,1995,R,08 Sep 1995,91 min,"Adventure, Comedy",Kelly Makin,"Roger Kumble, I. Marlene King","Matt Frewer, Valerie Mahaffey, Lawrence Dane","To embarrass his rival, a scheming senator uses nitwit Ohio teens who are invited to a Washington gathering on educational failure.",English,"Canada, United States",N/A,https://m.media-amazon.com/images/M/MV5BOGJiNGU2ZmItYmJiZi00MGI2LWFiMjAtNDhiNDQ3ODY5ZDg0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,5.6,"6,413",tt0113936,movie,N/A,"$4,686,937",N/A,N/A,True,
326,To Live (Huozhe) (1994),Drama,To Live (Huozhe),,,,,,,,,,,,,,,,,,,,,,,,,,
327,Tank Girl (1995),Action|Comedy|Sci-Fi,Tank Girl,Tank Girl,1995,R,31 Mar 1995,104 min,"Action, Comedy, Sci-Fi",Rachel Talalay,"Alan Martin, Jamie Hewlett, Tedi Sarafian","Lori Petty, Ice-T, Naomi Watts","A girl is among the few survivors of a dystopian Earth. Riding a war tank, she fights against the tyranny of a mega-corporation that dominates the world's remaining potable water supply.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjAwYjZmMGEtZmE4ZS00ZmViLWEzNWMtNGFiM2UyOGI5NmMxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,5.4,"37,514",tt0114614,movie,N/A,"$4,064,495",N/A,N/A,True,
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,Tales from the Crypt Presents: Demon Knight,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,Star Trek: Generations,Star Trek: Generations,1994,PG,18 Nov 1994,118 min,"Action, Adventure, Mystery",David Carson,"Gene Roddenberry, Rick Berman, Ronald D. Moore","Patrick Stewart, William Shatner, Malcolm McDowell","With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix.","English, Klingon",United States,2 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BNDFjYmFmNmItODM5Ny00YzhlLWEzNjEtNTBlNjRiN2RlYTRhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.6,"90,576",tt0111280,movie,N/A,"$75,671,125",N/A,N/A,True,
330,Tales from the Hood (1995),Action|Crime|Horror,Tales from the Hood,Tales from the Hood,1995,R,24 May 1995,98 min,"Crime, Drama, Horror",Rusty Cundieff,"Rusty Cundieff, Darin Scott","Clarence Williams III, Corbin Bernsen, Joe Torry",A funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BNjE3YmQ4ZjMtYTQwNC00NzcxLThkOGUtZTNhMzJhZDg2MGEyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,6.5,"10,008",tt0114609,movie,N/A,"$11,837,928",N/A,N/A,True,
331,Tom & Viv (1994),Drama,Tom & Viv,Tom,2022,N/A,02 Feb 2022,85 min,Horror,Don Tjernagel,Don Tjernagel,"Linda Dobbins, Matt Lee Ingebritson, Corey Kerr","A small town with secrets is terrorized by a demonic entity. As madness reigns, questions are answered.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzYyMWJmYjUtYzdkMi00MzU5LTk3NzQtNTk5NDAwZTNjNTBlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.7/10'}]",N/A,2.7,"1,913",tt15300538,movie,N/A,N/A,N/A,N/A,True,
332,Village of the Damned (1995),Horror|Sci-Fi,Village of the Damned,Village of the Damned,1995,R,28 Apr 1995,98 min,"Horror, Sci-Fi, Thriller",John Carpenter,"John Wyndham, Stirling Silliphant, Wolf Rilla","Christopher Reeve, Kirstie Alley, Linda Kozlowski",A small town's women give birth to unfriendly alien children posing as humans.,English,United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BZjU0ZDMyOTgtNWU0YS00MjFmLWJjOTEtYjViMDI1NWUyMGE5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,5.6,"35,689",tt0114852,movie,N/A,"$9,418,365",N/A,N/A,True,
333,Tommy Boy (1995),Comedy,Tommy Boy,Tommy Boy,1995,PG-13,31 Mar 1995,97 min,"Adventure, Comedy",Peter Segal,"Bonnie Turner, Terry Turner","Chris Farley, David Spade, Brian Dennehy","After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business.",English,United States,1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMWMwOWU4NmYtZmU2Ny00MjM0LWI4NmQtN2YwNzdhYTI1MmFlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,7.1,"104,322",tt0114694,movie,N/A,"$32,679,899",N/A,N/A,True,
334,Vanya on 42nd Street (1994),Drama,Vanya on 42nd Street,Vanya on 42nd Street,1994,PG,19 Oct 1994,119 min,"Comedy, Drama, Romance",Louis Malle,"Anton Chekhov, David Mamet, Andre Gregory","Wallace Shawn, Phoebe Brand, George Gaynes","New York actors rehearse Chekhov's ""Uncle Vanya"" in a dilapidated theatre.","English, Latin","United Kingdom, United States",3 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BOWZiODg0NmMtYWJlYi00MTZkLWFmMmEtYjMxYmU0MWRkOTIyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,7.3,"5,474",tt0111590,movie,N/A,"$1,746,050",N/A,N/A,True,
335,Underneath (1995),Mystery|Thriller,Underneath,Underneath,2015,N/A,01 Apr 2017,78 min,Thriller,Mike Lenzini,Mike Lenzini,"Blake Farris, Mark D. Matthews, Jamie Carvelli","On a seemingly average morning, Eric Linton awakens to a text message from his wife Andrea, pleading with him to sign the divorce papers and allow her to move on with her life. His home is quiet and empty, with pictures of his wif...",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMjk4OWRiNzgtODAxOS00YjQ5LWFhMDgtNzlhNjI4YTdjZTU2XkEyXkFqcGdeQXVyNDc2NzM4NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",N/A,5.0,126,tt3465302,movie,N/A,N/A,N/A,N/A,True,
336,"Walking Dead, The (1995)",Drama|War,"Walking Dead, The",The Walking Dead: The Ones Who Live,2024,TV-MA,25 Feb 2024,N/A,"Drama, Horror, Thriller",N/A,"Scott M. Gimple, Danai Gurira, Andrew Lincoln","Andrew Lincoln, Danai Gurira, Pollyanna McIntosh","The love story between Rick and Michonne. Changed by a world that is constantly changing, will they find themselves in a war against the living or will they discover that they too are The Walking Dead?",English,United States,2 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNzRkMzA5NDEtMjc5OC00ZTYxLWI0NmYtNTJjNjdhMTk0MTlhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"47,780",tt9859436,series,,,,,True,1
337,What's Eating Gilbert Grape (1993),Drama,What's Eating Gilbert Grape,What's Eating Gilbert Grape,1993,PG-13,04 Mar 1994,118 min,Drama,Lasse Hallström,Peter Hedges,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis",A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,English,United States,Nominated for 1 Oscar. 8 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BNWM5NWI1OTQtMTJiOS00ZDMxLWE1ODQtZjQ4MDc4OGE4ZjQyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.7,"266,059",tt0108550,movie,N/A,"$10,032,765",N/A,N/A,True,
338,Virtuosity (1995),Action|Sci-Fi|Thriller,Virtuosity,Virtuosity,1995,R,04 Aug 1995,106 min,"Action, Crime, Sci-Fi",Brett Leonard,Eric Bernt,"Denzel Washington, Russell Crowe, Kelly Lynch","When a virtual reality simulation created using the personalities of multiple serial killers manages to escape into the real world, an ex-cop is tasked with stopping its reign of terror.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BYzUwM2NkYzctYzUzOC00NGE5LTgyNWYtZmQ1MmI4MWVjZGUxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,5.5,"33,999",tt0114857,movie,N/A,"$24,047,675",N/A,N/A,True,
339,While You Were Sleeping (1995),Comedy|Romance,While You Were Sleeping,While You Were Sleeping,1995,PG,21 Apr 1995,103 min,"Comedy, Drama, Romance",Jon Turteltaub,"Daniel G. Sullivan, Fred Lebow","Sandra Bullock, Bill Pullman, Peter Gallagher",A hopelessly romantic Chicago Transit Authority ticket booth operator is mistaken for the fiancée of a comatose patient.,English,United States,4 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BZTJmOWIzY2YtYmE2ZC00NDRiLWIzYmMtNTkyNmNlMTA0N2NkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.8,"121,250",tt0114924,movie,N/A,"$81,057,016",N/A,N/A,True,
340,"War, The (1994)",Adventure|Drama|War,"War, The",Kaguya-sama: Love Is War - The First Kiss That Never Ends,2022,N/A,17 Dec 2022,96 min,"Animation, Comedy, Drama",Shinichi Omata,"Aka Akasaka, Yasuhiro Nakanishi","AmaLee, Yutaka Aoyama, Bryn Apprill","Now that Kaguya and Miyuki have shared their first kiss, the time has come for them to truly understand each other and admit their feelings.",Japanese,Japan,2 nominations total,https://m.media-amazon.com/images/M/MV5BMzdhNGY3NDgtYzI5Ni00NjI2LTgzMTgtYzFmMmY3MDVhZGVjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,"3,377",tt23770418,movie,N/A,N/A,N/A,N/A,True,
341,Double Happiness (1994),Drama,Double Happiness,Double Happiness,1994,PG-13,28 Jul 1995,87 min,"Drama, Romance",Mina Shum,Mina Shum,"Sandra Oh, Stephen Chang, Claudette Carracedo","East clashes with West and generations collide as a young Chinese woman struggles to appease her old-fashioned father, and at the same time pursue her modern dreams.","English, Cantonese",Canada,6 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BYjYwZGJhZDQtOWYzOC00NzA1LTgwZWMtNmU4MWQwMGQ3NGE3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}]",N/A,7.1,"1,274",tt0109655,movie,N/A,"$759,393",N/A,N/A,True,
342,Muriel's Wedding (1994),Comedy,Muriel's Wedding,Muriel's Wedding,1994,R,31 Mar 1995,106 min,"Comedy, Drama",P.J. Hogan,P.J. Hogan,"Toni Collette, Rachel Griffiths, Bill Hunter","A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",English,"Australia, France",Nominated for 1 BAFTA Award9 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BOGJkMmUwODMtZGU0Yi00YWRiLThlZGEtMTg2YTVkODcwZDQxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.3,"44,926",tt0110598,movie,N/A,"$15,119,639",N/A,N/A,True,
343,"Baby-Sitters Club, The (1995)",Children,"Baby-Sitters Club, The",,,,,,,,,,,,,,,,,,,,,,,,,,
344,Ace Ventura: Pet Detective (1994),Comedy,Ace Ventura: Pet Detective,Ace Ventura: Pet Detective,1994,PG-13,04 Feb 1994,86 min,Comedy,Tom Shadyac,"Jack Bernstein, Tom Shadyac, Jim Carrey","Jim Carrey, Courteney Cox, Sean Young",A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,English,United States,5 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BOWU1M2Q5MDgtOTkxZS00NjdmLWFlNWEtOGEyOTNlNGYyYTZlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,6.9,"350,957",tt0109040,movie,N/A,"$72,217,396",N/A,N/A,True,
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,"Adventures of Priscilla, Queen of the Desert, The","The Adventures of Priscilla, Queen of the Desert: The Bus from Blooperville",2005,N/A,N/A,9 min,"Documentary, Short, Biography",N/A,N/A,"Bill Hunter, Guy Pearce, Terence Stamp, Hugo Weaving",N/A,English,"USA, Australia",N/A,N/A,[],N/A,N/A,N/A,tt7031272,movie,N/A,N/A,N/A,N/A,True,
346,Backbeat (1993),Drama|Musical,Backbeat,Backbeat,1994,R,15 Apr 1994,100 min,"Biography, Drama, Music",Iain Softley,"Iain Softley, Michael Thomas, Stephen Ward","Stephen Dorff, Sheryl Lee, Ian Hart","A dramatization of the Hamburg, Germany phase of The Beatles' early history.","English, German, French, Russian","United Kingdom, Germany",Won 1 BAFTA Award5 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMzRiODVhZmQtNzk5NS00Yzk0LWExNjMtZDFhZDIzYzI1ODNiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}]",N/A,6.6,"6,717",tt0106339,movie,N/A,"$2,392,589",N/A,N/A,True,
347,Bitter Moon (1992),Drama|Film-Noir|Romance,Bitter Moon,Bitter Moon,1992,R,18 Mar 1994,139 min,"Drama, Romance, Thriller",Roman Polanski,"Pascal Bruckner, Roman Polanski, Gérard Brach","Hugh Grant, Kristin Scott Thomas, Emmanuelle Seigner","After hearing stories of her, a passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.","English, French","United Kingdom, France",1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMDEwOWE1ZGItYTg4Ny00MTlmLTgwZDEtMTRlY2QyODkzNTk4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.2,"44,723",tt0104779,movie,N/A,"$1,862,805",N/A,N/A,True,
348,Bullets Over Broadway (1994),Comedy,Bullets Over Broadway,Bullets Over Broadway,1994,R,24 Feb 1995,98 min,"Comedy, Crime",Woody Allen,"Woody Allen, Douglas McGrath","John Cusack, Dianne Wiest, Jennifer Tilly","In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced.",English,United States,Won 1 Oscar. 22 wins & 29 nominations total,https://m.media-amazon.com/images/M/MV5BNjIxNzYzOTMtNThmMy00ZjU0LTlhN2UtYzU4MmUxNjRhYjI1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,7.4,"44,173",tt0109348,movie,N/A,"$13,383,747",N/A,N/A,True,
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,Clear and Present Danger,Clear and Present Danger,1994,PG-13,03 Aug 1994,141 min,"Action, Crime, Drama",Phillip Noyce,"Tom Clancy, Donald E. Stewart, Steven Zaillian","Harrison Ford, Willem Dafoe, Anne Archer",CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,"English, Spanish","United States, Canada",Nominated for 2 Oscars. 3 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BZmRhZWJhZTctZjE4OS00NzM0LWIyYzEtNTM2MDgyY2MwNTQzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.9,"113,327",tt0109444,movie,N/A,"$122,187,717",N/A,N/A,True,
350,"Client, The (1994)",Drama|Mystery|Thriller,"Client, The",Truth is the Only Client: The Official Investigation of the Murder of John F. Kennedy,2019,N/A,22 Sep 2019,140 min,Documentary,"Todd Kwait, Rob Stegman","Todd Kwait, Rob Stegman",N/A,Archival footage and present-day interviews with surviving participants highlight the Warren Commission's investigation into the assassination of President John F. Kennedy.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjU5OTcwODMtNDFiYy00NDE3LThhODItODA1ZmZhNDgwODU1XkEyXkFqcGdeQXVyMzAyNTUyODA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,46,tt12527548,movie,N/A,N/A,N/A,N/A,True,
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,"Corrina, Corrina","Corrina, Corrina",1994,PG,26 Aug 1994,115 min,"Comedy, Drama, Romance",Jessie Nelson,Jessie Nelson,"Ray Liotta, Whoopi Goldberg, Tina Majorino","In 1959, a widower hires a warm-hearted housekeeper/nanny to care for his seven-year-old daughter.","English, Italian, Japanese",United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BZGIzMGE0MjAtOTc2Ny00NTA4LWE2YTQtYzRlYjNlNzE4ODRhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}]",N/A,6.6,"14,824",tt0109484,movie,N/A,"$20,164,171",N/A,N/A,True,
352,Crooklyn (1994),Comedy|Drama,Crooklyn,Crooklyn,1994,PG-13,13 May 1994,115 min,"Comedy, Drama",Spike Lee,"Joie Lee, Spike Lee, Cinqué Lee","Alfre Woodard, Delroy Lindo, David Patrick Kelly","Spike Lee's vibrant semi-autobiographical portrait of a school teacher, her stubborn jazz musician husband and their five kids living in Brooklyn in 1973.","English, Italian, Spanish",United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BZWE2NDNhNjQtOGExMC00MWQ1LTg2N2UtNGZjYzVjNWZiYjkzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.0,"12,155",tt0109504,movie,N/A,"$13,642,861",N/A,N/A,True,
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,"Crow, The",Crow: The Legend,2018,N/A,15 Nov 2018,18 min,"Animation, Short, Adventure",Eric Darnell,Eric Darnell,"John Legend, Constance Wu, Liza Koshy","The carefree forest animals imagine spring will last forever. However, winter comes and the animals soon realize that their lives are in danger. What they need is a hero; what they need is Crow: The Legend.",English,United States,9 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BM2QyYjQ4M2YtNjQ3ZC00YjNkLWIyZjUtNWZjZWIxMGY0NDQ0XkEyXkFqcGdeQXVyNjQ5MTUxODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,266,tt6829580,movie,N/A,N/A,N/A,N/A,True,
354,Cobb (1994),Drama,Cobb,Cobb,1994,R,02 Dec 1994,128 min,"Biography, Drama, Sport",Ron Shelton,"Al Stump, Ron Shelton","Tommy Lee Jones, Robert Wuhl, Lolita Davidovich",A reporter hired to write the 'official' biography of Ty Cobb discovers just how dark the baseball legend's real story is.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BYWJjNjExY2QtMGM5MC00NTYyLTk1NDgtOGI4ZTg1NTQ3ZTJhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.4,"8,249",tt0109450,movie,N/A,"$1,007,583",N/A,N/A,True,
